phase,suite,views,representative_id,feasible_worlds,initial_candidates,root_candidates,root_domains,root_removed,root_unsupported_survivors,exact_candidates,identifiable_cells,freely_variable_cells,components,component_sizes,shape_component_sizes,largest_component,shape_variables,search_nodes,unresolved_variables,occupancy_variables,literal_queries,infeasible_queries,max_query_nodes,max_unsat_query_nodes,branches,propagation_calls,fixed_kernel_calls,factor_updates,seconds,audited_pruning_steps
Amono,axis_2,2,250,2,24,9,"[2, 4, 1, 1, 1, 6, 1, 1]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,81,0.00025519299992993183,11
Amono,axis_2,2,364,4,24,10,"[2, 2, 2, 2, 2, 2, 3, 3]",14,0,10,6,0,0,[],[],0,0,0,2,2,3,0,0,0,0,4,0,109,0.00034708099997260433,14
Amono,axis_2,2,404,36,24,14,"[4, 4, 4, 4, 6, 6, 7, 7]",10,0,14,4,2,0,[],[],0,4,0,4,2,7,0,0,0,0,8,0,202,0.0006731099999797152,10
Amono,axis_2,2,438,4,24,10,"[1, 4, 1, 2, 4, 6, 1, 3]",14,0,10,6,0,0,[],[],0,1,0,2,1,3,0,0,0,0,4,0,105,0.0003242360000967892,11
Amono,axis_2,2,486,1,24,8,"[1, 1, 1, 1, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.000438398999904166,9
Amono,axis_2,2,488,1,24,8,"[4, 1, 1, 1, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,57,0.00020136300008744001,10
Amono,axis_2,2,608,8,24,11,"[4, 2, 2, 2, 6, 4, 3, 3]",13,0,11,5,0,0,[],[],0,1,0,3,2,4,0,0,0,0,5,0,132,0.00047602500012544624,12
Amono,axis_2,2,729,1,24,8,"[1, 1, 1, 1, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,56,0.00015963000009833195,9
Amono,axis_2,2,780,2,24,9,"[1, 4, 4, 2, 1, 1, 6, 1]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,86,0.0002658190001056937,12
Amono,axis_2,2,803,2,24,9,"[4, 1, 4, 4, 1, 1, 6, 1]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,89,0.0003044469999622379,11
Amono,axis_2,2,1011,2,24,9,"[1, 2, 2, 2, 1, 2, 2, 3]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,84,0.0002691439999580325,13
Amono,axis_2,2,1265,4,24,10,"[4, 2, 4, 2, 1, 4, 6, 3]",14,0,10,6,0,0,[],[],0,1,0,2,1,3,0,0,0,0,4,0,113,0.0003522479998991912,12
Amono,axis_2,2,1328,4,24,10,"[4, 2, 1, 2, 6, 4, 2, 3]",14,0,10,6,0,0,[],[],0,1,0,2,1,3,0,0,0,0,4,0,110,0.0005034149999119109,12
Amono,axis_2,2,1458,1,24,8,"[1, 1, 1, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,55,0.00016039999991335208,8
Amono,axis_2,2,1470,1,24,8,"[1, 2, 2, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,62,0.0002044769998974516,12
Amono,axis_2,2,1474,1,24,8,"[2, 4, 2, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,64,0.00019337000003361027,12
Amono,axis_2,2,1544,2,24,9,"[4, 2, 1, 1, 6, 1, 4, 1]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,85,0.0002568060001522099,11
Amono,axis_2,2,1740,2,24,9,"[1, 2, 2, 2, 1, 2, 4, 3]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,87,0.0002767150001545815,13
Amono,axis_2,2,1762,6,24,11,"[2, 4, 1, 4, 1, 6, 4, 7]",13,0,11,6,1,0,[],[],0,2,0,2,1,4,0,0,0,0,5,0,131,0.0005956439999863505,11
Amono,axis_2,2,1896,4,24,10,"[1, 4, 1, 2, 4, 6, 4, 3]",14,0,10,6,0,0,[],[],0,1,0,2,1,3,0,0,0,0,4,0,107,0.00039071599985618377,11
Amono,axis_2,2,1906,4,24,10,"[2, 4, 2, 2, 4, 6, 4, 3]",14,0,10,6,0,0,[],[],0,1,0,2,1,3,0,0,0,0,4,0,115,0.0003695549999065406,13
Amono,axis_2,2,1981,2,24,9,"[2, 1, 2, 2, 1, 4, 4, 3]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,87,0.0005013219999909779,13
Amono,axis_2,2,2187,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00020146299993939465,9
Amono,axis_2,2,2192,1,24,8,"[4, 2, 1, 1, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,60,0.000177296000174465,12
Amono,axis_2,2,2339,8,24,11,"[4, 4, 2, 4, 6, 1, 3, 6]",13,0,11,5,0,0,[],[],0,2,0,3,1,4,0,0,0,0,5,0,134,0.0004354039999725501,12
Amono,axis_2,2,3111,1,24,8,"[1, 4, 1, 2, 4, 1, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,64,0.00019470199981697078,13
Amono,axis_2,2,3182,2,24,9,"[4, 2, 4, 1, 1, 2, 6, 2]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,90,0.00027864899993801373,13
Amono,axis_2,2,3240,1,24,8,"[1, 1, 1, 1, 2, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,60,0.00026291500012121105,12
Amono,axis_2,2,3414,1,24,8,"[1, 2, 2, 1, 1, 4, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,59,0.00018229300007988058,12
Amono,axis_2,2,4374,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,54,0.00015168799995990412,9
Amono,axis_2,2,4409,1,24,8,"[4, 4, 1, 2, 1, 1, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,61,0.00018277399999533372,11
Amono,axis_2,2,4464,2,24,9,"[1, 1, 2, 1, 2, 1, 3, 4]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,80,0.0002543620000778901,11
Amono,axis_2,2,4831,6,24,11,"[2, 4, 4, 2, 4, 6, 7, 4]",13,0,11,6,1,0,[],[],0,2,0,2,1,4,0,0,0,0,5,0,136,0.0006855290000657988,12
Amono,axis_2,2,5071,3,24,10,"[2, 2, 4, 2, 4, 4, 7, 4]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,112,0.0004746730000988464,12
Amono,axis_2,2,5153,2,24,9,"[4, 2, 4, 2, 1, 1, 6, 4]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,91,0.0003708970000388945,13
Amono,axis_2,2,5671,1,24,8,"[2, 1, 1, 1, 2, 4, 2, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,61,0.0002353529998799786,13
Amono,axis_2,2,5871,1,24,8,"[1, 2, 2, 2, 1, 1, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,64,0.0001880320000964275,13
Amono,axis_2,2,5913,1,24,8,"[1, 1, 1, 1, 2, 1, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,57,0.00018275399997946806,10
Amono,axis_2,2,6198,2,24,9,"[1, 4, 2, 2, 2, 6, 4, 4]",15,0,9,7,0,0,[],[],0,1,0,1,0,2,0,0,0,0,3,0,88,0.00027669500013871584,12
Amono,axis_2,2,6520,1,24,8,"[2, 2, 2, 2, 4, 4, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,68,0.00021150800012037507,13
Amono,axis_3,3,0,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,75,0.0002138209999884566,8
Amono,axis_3,3,1,1,24,8,"[2, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,77,0.0002429150001717062,10
Amono,axis_3,3,2,1,24,8,"[4, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.000227582000206894,9
Amono,axis_3,3,3,1,24,8,"[1, 2, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.0002442069999233354,10
Amono,axis_3,3,6,1,24,8,"[1, 4, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.00021928899991507933,9
Amono,axis_3,3,9,1,24,8,"[1, 1, 2, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.0002194090000102733,10
Amono,axis_3,3,18,1,24,8,"[1, 1, 4, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,79,0.0002226640001481428,9
Amono,axis_3,3,27,1,24,8,"[1, 1, 1, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.0002163249998829997,10
Amono,axis_3,3,40,1,24,8,"[2, 2, 2, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,85,0.0002687030000743107,16
Amono,axis_3,3,54,1,24,8,"[1, 1, 1, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.00022380600012184004,9
Amono,axis_3,3,64,1,24,8,"[2, 1, 2, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,82,0.00024717099995541503,13
Amono,axis_3,3,81,1,24,8,"[1, 1, 1, 1, 2, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.00020891400004074967,9
Amono,axis_3,3,162,1,24,8,"[1, 1, 1, 1, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.00021028600008321519,9
Amono,axis_3,3,194,1,24,8,"[4, 2, 1, 2, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,87,0.0002582380000148987,14
Amono,axis_3,3,214,1,24,8,"[2, 4, 4, 2, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,91,0.00027087700004813087,14
Amono,axis_3,3,243,1,24,8,"[1, 1, 1, 1, 1, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.0002298050001172669,9
Amono,axis_3,3,481,1,24,8,"[2, 2, 4, 4, 4, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.00028278499985390226,14
Amono,axis_3,3,486,1,24,8,"[1, 1, 1, 1, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.00020897300009892206,9
Amono,axis_3,3,729,1,24,8,"[1, 1, 1, 1, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,78,0.00021759600008408597,9
Amono,axis_3,3,784,1,24,8,"[2, 1, 1, 4, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.00024290499982271285,12
Amono,axis_3,3,1133,1,24,8,"[4, 4, 4, 4, 2, 2, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,94,0.0002883429999656073,15
Amono,axis_3,3,1458,1,24,8,"[1, 1, 1, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,77,0.00021392100006778492,8
Amono,axis_3,3,1754,1,24,8,"[4, 4, 4, 2, 1, 2, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,93,0.0002785679998851265,15
Amono,axis_3,3,1792,1,24,8,"[2, 1, 2, 1, 2, 2, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.000267701999973724,13
Amono,axis_3,3,2014,1,24,8,"[2, 4, 2, 4, 1, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.00027526300004865334,15
Amono,axis_3,3,2133,1,24,8,"[1, 1, 1, 2, 4, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,83,0.0002414220000446221,12
Amono,axis_3,3,2163,1,24,8,"[1, 2, 1, 4, 4, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.00025897900013660546,11
Amono,axis_3,3,2187,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.0002071809999506513,9
Amono,axis_3,3,2218,1,24,8,"[2, 2, 1, 2, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,83,0.0002541520000249875,14
Amono,axis_3,3,2225,1,24,8,"[4, 1, 2, 2, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,83,0.000245518000156153,13
Amono,axis_3,3,2551,2,24,9,"[2, 2, 2, 2, 2, 2, 3, 2]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,121,0.00036084099997424346,15
Amono,axis_3,3,2605,2,24,9,"[2, 2, 2, 1, 4, 2, 3, 2]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,121,0.00036206400000082795,14
Amono,axis_3,3,2639,2,24,9,"[4, 1, 4, 2, 4, 2, 3, 2]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,125,0.00037909999991825316,14
Amono,axis_3,3,2877,2,24,9,"[1, 4, 2, 2, 4, 4, 3, 2]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,121,0.0003968349999468046,14
Amono,axis_3,3,2973,1,24,8,"[1, 2, 1, 4, 1, 1, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,87,0.0002483830000983289,13
Amono,axis_3,3,3112,1,24,8,"[2, 4, 1, 2, 4, 1, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.0002738410000802105,14
Amono,axis_3,3,3198,1,24,8,"[1, 2, 2, 2, 1, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,85,0.000245357999801854,14
Amono,axis_3,3,3240,1,24,8,"[1, 1, 1, 1, 2, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.00023876899990682432,12
Amono,axis_3,3,3859,1,24,8,"[2, 4, 4, 2, 4, 1, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.00027675599994836375,14
Amono,axis_3,3,3977,1,24,8,"[4, 4, 1, 1, 2, 2, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,89,0.00028041099994879914,13
Amono,axis_3,3,4059,1,24,8,"[1, 1, 2, 1, 4, 2, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.00024515800009794475,12
Amono,axis_3,3,4075,1,24,8,"[2, 4, 4, 1, 4, 2, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.00027930900000683323,14
Amono,axis_3,3,4134,1,24,8,"[1, 2, 1, 1, 1, 4, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,80,0.0002447469998969609,10
Amono,axis_3,3,4242,1,24,8,"[1, 2, 1, 2, 2, 4, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,84,0.0002466899998125882,12
Amono,axis_3,3,4374,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,76,0.00020976500013603072,9
Amono,axis_3,3,4439,1,24,8,"[4, 1, 2, 4, 1, 1, 1, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,86,0.00025296000012531294,13
Amono,axis_3,3,4464,2,24,9,"[1, 1, 2, 1, 2, 1, 3, 4]",15,0,9,7,0,0,[],[],0,0,0,1,1,2,0,0,0,0,3,0,113,0.0003286630001184676,11
Amono,axis_3,3,4804,3,24,10,"[2, 4, 4, 1, 4, 2, 7, 4]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,158,0.0004826950000733632,13
Amono,axis_3,3,4831,3,24,10,"[2, 4, 4, 2, 4, 2, 7, 4]",14,0,10,7,1,0,[],[],0,1,0,1,1,3,0,0,0,0,4,0,159,0.0005147230001512071,13
Amono,axis_3,3,5021,6,24,11,"[4, 4, 4, 4, 6, 4, 7, 4]",13,0,11,6,1,0,[],[],0,2,0,2,1,4,0,0,0,0,5,0,195,0.0006390990001818864,13
Amono,axis_3,3,5169,1,24,8,"[1, 2, 2, 4, 1, 1, 2, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,87,0.0002574760001152754,14
Amono,axis_3,3,5564,1,24,8,"[4, 1, 1, 4, 4, 2, 2, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,92,0.00030029099980311,14
Amono,axis_3,3,5570,1,24,8,"[4, 4, 1, 4, 4, 2, 2, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,95,0.00033622499995544786,15
Amono,axis_3,3,5731,1,24,8,"[2, 4, 1, 4, 2, 4, 2, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,93,0.00030413699983000697,15
Amono,axis_3,3,5868,1,24,8,"[1, 1, 2, 2, 1, 1, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,85,0.00024990500014610006,11
Amono,axis_3,3,6520,1,24,8,"[2, 2, 2, 2, 4, 4, 4, 4]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,94,0.00028772199993909453,13
Amono,axis_4,4,0,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,97,0.0002875610000501183,8
Amono,axis_4,4,1,1,24,8,"[2, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,99,0.0002845870001237927,10
Amono,axis_4,4,2,1,24,8,"[4, 1, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.0002893850000873499,9
Amono,axis_4,4,3,1,24,8,"[1, 2, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.00027863900004376774,10
Amono,axis_4,4,6,1,24,8,"[1, 4, 1, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.0003026140000201849,9
Amono,axis_4,4,9,1,24,8,"[1, 1, 2, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.000278999000101976,10
Amono,axis_4,4,18,1,24,8,"[1, 1, 4, 1, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,101,0.00028377600006024295,9
Amono,axis_4,4,27,1,24,8,"[1, 1, 1, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.0002972360000512708,10
Amono,axis_4,4,40,1,24,8,"[2, 2, 2, 2, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,107,0.0003446079999775975,16
Amono,axis_4,4,54,1,24,8,"[1, 1, 1, 4, 1, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.00028096200003346894,9
Amono,axis_4,4,81,1,24,8,"[1, 1, 1, 1, 2, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,98,0.00026966500013259065,9
Amono,axis_4,4,102,1,24,8,"[1, 2, 4, 1, 2, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,106,0.00032482799997524126,12
Amono,axis_4,4,162,1,24,8,"[1, 1, 1, 1, 4, 1, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,98,0.00027044600005865504,9
Amono,axis_4,4,243,1,24,8,"[1, 1, 1, 1, 1, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,98,0.0002720090001275821,9
Amono,axis_4,4,420,1,24,8,"[1, 4, 2, 1, 4, 2, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,108,0.0003141819997836137,13
Amono,axis_4,4,486,1,24,8,"[1, 1, 1, 1, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,98,0.0002879629998915334,9
Amono,axis_4,4,529,1,24,8,"[2, 4, 2, 2, 1, 4, 1, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,110,0.00032395699986409454,16
Amono,axis_4,4,729,1,24,8,"[1, 1, 1, 1, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,100,0.00027541400004338357,9
Amono,axis_4,4,803,1,24,8,"[4, 1, 4, 4, 1, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,109,0.0003453179999723943,12
Amono,axis_4,4,933,1,24,8,"[1, 4, 2, 2, 4, 1, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,108,0.00033944000006158603,14
Amono,axis_4,4,1036,1,24,8,"[2, 1, 2, 4, 1, 2, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,108,0.00031773700015946815,14
Amono,axis_4,4,1133,1,24,8,"[4, 4, 4, 4, 2, 2, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,116,0.0003506760001528164,15
Amono,axis_4,4,1157,1,24,8,"[4, 2, 4, 1, 4, 2, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,111,0.00032570899998063396,14
Amono,axis_4,4,1168,1,24,8,"[2, 4, 1, 2, 4, 2, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,114,0.00036156299984213547,15
Amono,axis_4,4,1289,1,24,8,"[4, 1, 4, 4, 1, 4, 2, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,111,0.00035072700006821833,13
Amono,axis_4,4,1458,1,24,8,"[1, 1, 1, 1, 1, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,99,0.0002757140000539948,8
Amono,axis_4,4,1696,1,24,8,"[2, 2, 4, 4, 4, 1, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,114,0.00034634000007827126,15
Amono,axis_4,4,1705,1,24,8,"[2, 2, 1, 1, 1, 2, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,105,0.00030507800011037034,12
Amono,axis_4,4,1758,1,24,8,"[1, 2, 1, 4, 1, 2, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,106,0.00032178300011764804,11
Amono,axis_4,4,2040,1,24,8,"[1, 4, 2, 1, 2, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,110,0.00032578899981672294,13
Amono,axis_4,4,2101,1,24,8,"[2, 2, 4, 4, 2, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,111,0.00032777199999145523,14
Amono,axis_4,4,2163,1,24,8,"[1, 2, 1, 4, 4, 4, 4, 1]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,106,0.00031287000001611887,11
Amono,axis_4,4,2187,1,24,8,"[1, 1, 1, 1, 1, 1, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,98,0.0002840369998011738,9
Amono,axis_4,4,2549,1,24,8,"[4, 1, 2, 2, 2, 2, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,113,0.0003357340001457487,15
Amono,axis_4,4,2788,1,24,8,"[2, 4, 1, 2, 2, 4, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,108,0.0003183379999427416,14
Amono,axis_4,4,2874,1,24,8,"[1, 2, 2, 2, 4, 4, 1, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,110,0.00032073099987428577,14
Amono,axis_4,4,3198,1,24,8,"[1, 2, 2, 2, 1, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,107,0.00032793299988043145,14
Amono,axis_4,4,3240,1,24,8,"[1, 1, 1, 1, 2, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,106,0.0002982880000672594,12
Amono,axis_4,4,3280,1,24,8,"[2, 2, 2, 2, 2, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,112,0.00032633000000714674,16
Amono,axis_4,4,3323,1,24,8,"[4, 1, 1, 1, 4, 2, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,110,0.00033994000000348024,13
Amono,axis_4,4,3515,1,24,8,"[4, 2, 1, 2, 2, 4, 2, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,116,0.0003427849999297905,14
Amono,axis_4,4,3910,1,24,8,"[2, 2, 4, 1, 1, 2, 4, 2]",16,0,8,8,0,0,[],[],0,0,0,0,0,1,0,0,0,0,2,0,109,0.00033877900000334193,14
